Voltage: 1642mV,10/3/2023, 3:13:52 PM
Voltage: 1669mV,10/3/2023, 3:13:54 PM
Voltage: 438mV,10/3/2023, 3:13:56 PM
Voltage: 1665mV,10/3/2023, 3:13:58 PM
Voltage: 1665mV,10/3/2023, 3:14:00 PM
Voltage: 2077mV,10/4/2023, 12:41:00 PM
Voltage: 2494mV,10/4/2023, 12:41:02 PM
Voltage: 918mV,10/4/2023, 12:41:04 PM
Voltage: 1026mV,10/4/2023, 12:41:06 PM
Voltage: 1017mV,10/4/2023, 12:41:08 PM
Voltage: 963mV,10/4/2023, 12:41:10 PM
Voltage: 1029mV,10/4/2023, 12:41:12 PM
Voltage: 2642mV,10/4/2023, 12:41:14 PM
Voltage: 2642mV,10/4/2023, 12:41:16 PM
Voltage: 2649mV,10/4/2023, 12:41:18 PM
Voltage: 2648mV,10/4/2023, 12:41:20 PM
Voltage: 2647mV,10/4/2023, 12:41:22 PM
Voltage: 2644mV,10/4/2023, 12:41:24 PM
Voltage: 2640mV,10/4/2023, 12:41:26 PM
Voltage: 2644mV,10/4/2023, 12:41:28 PM
Voltage: 2637mV,10/4/2023, 12:41:30 PM
Voltage: 2547mV,10/4/2023, 12:41:32 PM
Voltage: 2582mV,10/4/2023, 12:41:34 PM
Voltage: 2572mV,10/4/2023, 12:41:36 PM
Voltage: 2561mV,10/4/2023, 12:41:38 PM
Voltage: 2570mV,10/4/2023, 12:41:40 PM
Voltage: 2577mV,10/4/2023, 12:41:42 PM
Voltage: 2563mV,10/4/2023, 12:41:44 PM
Voltage: 2575mV,10/4/2023, 12:41:46 PM
Voltage: 2176mV,10/4/2023, 12:41:48 PM
Voltage: 2326mV,10/4/2023, 12:41:50 PM
Voltage: 2577mV,10/4/2023, 12:42:44 PM
Voltage: 2561mV,10/4/2023, 12:42:46 PM
Voltage: 2594mV,10/4/2023, 12:42:48 PM
Voltage: 1518mV,10/4/2023, 12:42:50 PM
Voltage: 1540mV,10/4/2023, 12:42:52 PM
Voltage: 1430mV,10/4/2023, 12:42:54 PM
Voltage: 1433mV,10/4/2023, 12:42:56 PM
Voltage: 1328mV,10/4/2023, 12:42:58 PM
Voltage: 1428mV,10/4/2023, 12:43:00 PM
Voltage: 2591mV,10/4/2023, 12:43:02 PM
Voltage: 2588mV,10/4/2023, 12:43:04 PM
Voltage: 2590mV,10/4/2023, 12:43:06 PM
Voltage: 2587mV,10/4/2023, 12:43:08 PM
Voltage: 2572mV,10/4/2023, 12:43:10 PM
Voltage: 2572mV,10/4/2023, 12:43:12 PM
Voltage: 2575mV,10/4/2023, 12:43:14 PM
Voltage: 2570mV,10/4/2023, 12:43:16 PM
Voltage: 2560mV,10/4/2023, 12:43:18 PM
Voltage: 2563mV,10/4/2023, 12:43:20 PM
Voltage: 2566mV,10/4/2023, 12:43:22 PM
Voltage: 2575mV,10/4/2023, 12:43:24 PM
Voltage: 2586mV,10/4/2023, 12:43:26 PM
Voltage: 2548mV,10/4/2023, 12:43:28 PM
Voltage: 2546mV,10/4/2023, 12:43:30 PM
Voltage: 2566mV,10/4/2023, 12:43:32 PM
Voltage: 2564mV,10/4/2023, 12:43:34 PM
Voltage: 2566mV,10/4/2023, 12:43:36 PM
Voltage: 2566mV,10/4/2023, 12:43:38 PM
Voltage: 2568mV,10/4/2023, 12:43:40 PM
Voltage: 2568mV,10/4/2023, 12:43:42 PM
Voltage: 2562mV,10/4/2023, 12:43:44 PM
Voltage: 2495mV,10/4/2023, 12:43:46 PM
Voltage: 2565mV,10/4/2023, 12:43:48 PM
Voltage: 2563mV,10/4/2023, 12:43:50 PM
Voltage: 2565mV,10/4/2023, 12:43:52 PM
Voltage: 2565mV,10/4/2023, 12:43:54 PM
Voltage: 2296mV,10/4/2023, 12:43:56 PM
Voltage: 2517mV,10/4/2023, 12:43:58 PM
Voltage: 2560mV,10/4/2023, 12:44:00 PM
Voltage: 2547mV,10/4/2023, 12:44:02 PM
Voltage: 2554mV,10/4/2023, 12:44:04 PM
Voltage: 2565mV,10/4/2023, 12:44:06 PM
Voltage: 2523mV,10/4/2023, 12:44:08 PM
Voltage: 2550mV,10/4/2023, 12:44:10 PM
Voltage: 2553mV,10/4/2023, 12:44:12 PM
Voltage: 2556mV,10/4/2023, 12:44:14 PM
Voltage: 2536mV,10/4/2023, 12:44:16 PM
Voltage: 2539mV,10/4/2023, 12:44:18 PM
Voltage: 2545mV,10/4/2023, 12:44:20 PM
Voltage: 2534mV,10/4/2023, 12:44:22 PM
Voltage: 2538mV,10/4/2023, 12:44:24 PM
Voltage: 2537mV,10/4/2023, 12:44:26 PM
Voltage: 2533mV,10/4/2023, 12:44:28 PM
Voltage: 2535mV,10/4/2023, 12:44:30 PM
Voltage: 2535mV,10/4/2023, 12:44:32 PM
Voltage: 2533mV,10/4/2023, 12:44:34 PM
Voltage: 2555mV,10/4/2023, 12:44:36 PM
Voltage: 2559mV,10/4/2023, 12:44:38 PM
Voltage: 2559mV,10/4/2023, 12:44:40 PM
Voltage: 2553mV,10/4/2023, 12:44:42 PM
Voltage: 2556mV,10/4/2023, 12:44:44 PM
Voltage: 2549mV,10/4/2023, 12:44:46 PM
Voltage: 2552mV,10/4/2023, 12:44:48 PM
Voltage: 2551mV,10/4/2023, 12:44:50 PM
Voltage: 2551mV,10/4/2023, 12:44:52 PM
Voltage: 2553mV,10/4/2023, 12:44:54 PM
Voltage: 2555mV,10/4/2023, 12:44:56 PM
Voltage: 2549mV,10/4/2023, 12:44:58 PM
Voltage: 2554mV,10/4/2023, 12:45:00 PM
Voltage: 2549mV,10/4/2023, 12:45:02 PM
Voltage: 2557mV,10/4/2023, 12:45:04 PM
Voltage: 2556mV,10/4/2023, 12:45:06 PM
Voltage: 2555mV,10/4/2023, 12:45:08 PM
Voltage: 2553mV,10/4/2023, 12:45:10 PM
Voltage: 2559mV,10/4/2023, 12:45:12 PM
Voltage: 2555mV,10/4/2023, 12:45:14 PM
Voltage: 2557mV,10/4/2023, 12:45:16 PM
Voltage: 2556mV,10/4/2023, 12:45:18 PM
Voltage: 2560mV,10/4/2023, 12:45:20 PM
Voltage: 2551mV,10/4/2023, 12:45:22 PM
Voltage: 2558mV,10/4/2023, 12:45:24 PM
Voltage: 2556mV,10/4/2023, 12:45:26 PM
Voltage: 2560mV,10/4/2023, 12:45:28 PM
Voltage: 2555mV,10/4/2023, 12:45:30 PM
Voltage: 2558mV,10/4/2023, 12:45:32 PM
Voltage: 2559mV,10/4/2023, 12:45:34 PM
Voltage: 2554mV,10/4/2023, 12:45:36 PM
Voltage: 2557mV,10/4/2023, 12:45:38 PM
Voltage: 2560mV,10/4/2023, 12:45:40 PM
Voltage: 2554mV,10/4/2023, 12:45:42 PM
Voltage: 2563mV,10/4/2023, 12:45:44 PM
Voltage: 2551mV,10/4/2023, 12:45:46 PM
Voltage: 2553mV,10/4/2023, 12:45:48 PM
Voltage: 2551mV,10/4/2023, 12:45:50 PM
Voltage: 2559mV,10/4/2023, 12:45:52 PM
Voltage: 2560mV,10/4/2023, 12:45:54 PM
Voltage: 2563mV,10/4/2023, 12:45:56 PM
Voltage: 2563mV,10/4/2023, 12:45:58 PM
Voltage: 2559mV,10/4/2023, 12:46:00 PM
Voltage: 2558mV,10/4/2023, 12:46:02 PM
Voltage: 2559mV,10/4/2023, 12:46:04 PM
Voltage: 2558mV,10/4/2023, 12:46:06 PM
Voltage: 2557mV,10/4/2023, 12:46:08 PM
Voltage: 2557mV,10/4/2023, 12:46:10 PM
Voltage: 2565mV,10/4/2023, 12:46:12 PM
Voltage: 2562mV,10/4/2023, 12:46:14 PM
Voltage: 2563mV,10/4/2023, 12:46:16 PM
Voltage: 2559mV,10/4/2023, 12:46:18 PM
Voltage: 2561mV,10/4/2023, 12:46:20 PM
Voltage: 2564mV,10/4/2023, 12:46:22 PM
Voltage: 2561mV,10/4/2023, 12:46:24 PM
Voltage: 2560mV,10/4/2023, 12:46:26 PM
Voltage: 2561mV,10/4/2023, 12:46:28 PM
Voltage: 2561mV,10/4/2023, 12:46:30 PM
Voltage: 2554mV,10/4/2023, 12:46:32 PM
Voltage: 2560mV,10/4/2023, 12:46:34 PM
Voltage: 2559mV,10/4/2023, 12:46:36 PM
Voltage: 2563mV,10/4/2023, 12:46:38 PM
Voltage: 2538mV,10/4/2023, 12:46:40 PM
Voltage: 2561mV,10/4/2023, 12:46:42 PM
Voltage: 2543mV,10/4/2023, 12:46:44 PM
Voltage: 2558mV,10/4/2023, 12:46:46 PM
Voltage: 2558mV,10/4/2023, 12:46:48 PM
Voltage: 2558mV,10/4/2023, 12:46:50 PM
Voltage: 2562mV,10/4/2023, 12:46:52 PM
Voltage: 2537mV,10/4/2023, 12:46:54 PM
Voltage: 2545mV,10/4/2023, 12:46:56 PM
Voltage: 2543mV,10/4/2023, 12:46:58 PM
Voltage: 2546mV,10/4/2023, 12:47:00 PM
Voltage: 2569mV,10/4/2023, 12:47:02 PM
Voltage: 2558mV,10/4/2023, 12:47:04 PM
Voltage: 2554mV,10/4/2023, 12:47:06 PM
Voltage: 2564mV,10/4/2023, 12:47:08 PM
Voltage: 2563mV,10/4/2023, 12:47:10 PM
Voltage: 2558mV,10/4/2023, 12:47:12 PM
Voltage: 2562mV,10/4/2023, 12:47:14 PM
Voltage: 2559mV,10/4/2023, 12:47:16 PM
Voltage: 2559mV,10/4/2023, 12:47:18 PM
Voltage: 2560mV,10/4/2023, 12:47:20 PM
Voltage: 2559mV,10/4/2023, 12:47:22 PM
Voltage: 2561mV,10/4/2023, 12:47:24 PM
Voltage: 2566mV,10/4/2023, 12:47:26 PM
Voltage: 2562mV,10/4/2023, 12:47:28 PM
Voltage: 2561mV,10/4/2023, 12:47:30 PM
Voltage: 2565mV,10/4/2023, 12:47:32 PM
Voltage: 2561mV,10/4/2023, 12:47:34 PM
Voltage: 2561mV,10/4/2023, 12:47:36 PM
Voltage: 2565mV,10/4/2023, 12:47:38 PM
Voltage: 2560mV,10/4/2023, 12:47:40 PM
Voltage: 2562mV,10/4/2023, 12:47:42 PM
Voltage: 2558mV,10/4/2023, 12:47:44 PM
Voltage: 2557mV,10/4/2023, 12:47:46 PM
Voltage: 2561mV,10/4/2023, 12:47:48 PM
Voltage: 2557mV,10/4/2023, 12:47:50 PM
Voltage: 2560mV,10/4/2023, 12:47:52 PM
Voltage: 2562mV,10/4/2023, 12:47:54 PM
Voltage: 2561mV,10/4/2023, 12:47:56 PM
Voltage: 2562mV,10/4/2023, 12:47:58 PM
Voltage: 2568mV,10/4/2023, 12:48:00 PM
Voltage: 2565mV,10/4/2023, 12:48:02 PM
Voltage: 2563mV,10/4/2023, 12:48:04 PM
Voltage: 2565mV,10/4/2023, 12:48:06 PM
Voltage: 2563mV,10/4/2023, 12:48:08 PM
Voltage: 2563mV,10/4/2023, 12:48:10 PM
Voltage: 2564mV,10/4/2023, 12:48:12 PM
Voltage: 2563mV,10/4/2023, 12:48:14 PM
Voltage: 2557mV,10/4/2023, 12:48:16 PM
Voltage: 2558mV,10/4/2023, 12:48:18 PM
Voltage: 2558mV,10/4/2023, 12:48:20 PM
Voltage: 2558mV,10/4/2023, 12:48:22 PM
Voltage: 2558mV,10/4/2023, 12:48:24 PM
Voltage: 2555mV,10/4/2023, 12:48:26 PM
Voltage: 2555mV,10/4/2023, 12:48:28 PM
Voltage: 2554mV,10/4/2023, 12:48:30 PM
Voltage: 2556mV,10/4/2023, 12:48:32 PM
Voltage: 2559mV,10/4/2023, 12:48:34 PM
Voltage: 2559mV,10/4/2023, 12:48:36 PM
Voltage: 2562mV,10/4/2023, 12:48:38 PM
Voltage: 2562mV,10/4/2023, 12:48:40 PM
Voltage: 2558mV,10/4/2023, 12:48:42 PM
Voltage: 2558mV,10/4/2023, 12:48:44 PM
Voltage: 2555mV,10/4/2023, 12:48:46 PM
Voltage: 2552mV,10/4/2023, 12:48:48 PM
Voltage: 2558mV,10/4/2023, 12:48:50 PM
Voltage: 2561mV,10/4/2023, 12:48:52 PM
Voltage: 2556mV,10/4/2023, 12:48:54 PM
Voltage: 2563mV,10/4/2023, 12:48:56 PM
Voltage: 2557mV,10/4/2023, 12:48:58 PM
Voltage: 2554mV,10/4/2023, 12:49:00 PM
